timestamp,customer_state,,product_height_cm,seller_city,payment_installments,product_length_cm,customer_id,order_status,product_width_cm,product_weight_g,payment,product_category,price_MRP,rating,order_id,product_id,seller_state,payment_type,seller_id,quantity,customer_city
2016-05-10 20:36:00,MG,,13,ribeirao preto,4,21,3a47005be3c2748d25859444f49b0048,delivered,17,443,"45,49",health_beauty,"30,97",5,389815397a4bcdf3dcf64b90c25b3140,2636a9812d151c718b53387171ce08be,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,coronel fabriciano
2016-05-10 09:19:00,PR,,13,ribeirao preto,1,21,b0db02848249cbe57e7e5732976ced8e,delivered,17,443,"45,49",health_beauty,"30,97",5,86df4a2f1f5cd47ee3f5bf1781240d1a,2636a9812d151c718b53387171ce08be,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,campo mourao
2016-06-10 14:59:00,RJ,,33,echapora,5,16,2a69da30b726b7f3db7f1059af5d4304,delivered,17,3100,"126,12",health_beauty,"59,9",1,262118ce178bb3e4590a3adcf6d62e6b,6aeed495dcb87dd06532f70dea6ebb5a,SP,credit_card,b56906f7fd1696e043f1bcce164c487b,1,rio de janeiro
2016-06-10 14:59:00,RJ,,33,echapora,5,16,2a69da30b726b7f3db7f1059af5d4304,delivered,17,3100,"126,12",health_beauty,"59,9",1,262118ce178bb3e4590a3adcf6d62e6b,6aeed495dcb87dd06532f70dea6ebb5a,SP,credit_card,b56906f7fd1696e043f1bcce164c487b,2,rio de janeiro
2016-06-10 07:08:00,MG,,10,pompeia,1,18,da70cbcb5012f2055b4f2c90d28725fc,delivered,15,5400,"129,16",health_beauty,"49,99",4,d0fc18b01244d3a08b0fd12deede8201,508d48ea59be64138f0015d2cb9c75e7,SP,boleto,011b0eaba87386a2ae96a7d32bb531d1,1,varginha
2016-06-10 07:08:00,MG,,10,pompeia,1,18,da70cbcb5012f2055b4f2c90d28725fc,delivered,15,5400,"129,16",health_beauty,"49,99",4,d0fc18b01244d3a08b0fd12deede8201,508d48ea59be64138f0015d2cb9c75e7,SP,boleto,011b0eaba87386a2ae96a7d32bb531d1,2,varginha
2016-06-10 16:34:00,MG,,9,belo horizonte,3,18,193fc54759c7948c87e0795ada003c69,invoiced,27,1000,"61,64",health_beauty,"49,9",1,edb2a55c055efbb898171ec9fd840ab9,e7ffaa35a5caaca3366f5cc5705b5fb2,MG,credit_card,c7dcd301ecfe5ab7f778ac172cf74be7,1,sao goncalo do sapucai
2016-06-10 10:13:00,SC,,15,sao paulo,6,31,c54f3adc4e82b43d49101975a9bedb2c,delivered,24,879,"126,25",health_beauty,"109,99",1,7cb5aaf8b7b7b439174c2e4efdf4c7a3,8bff0b13faf092077c3bba691c07ff16,SP,credit_card,59fb871bf6f4522a87ba567b42dafecf,1,faxinal dos guedes
2016-06-10 11:05:00,SP,,12,ribeirao preto,4,19,0dc0162bbe9965694a426d8c6f1a56fb,delivered,16,457,"51,93",health_beauty,"40,9",5,1b2d622f7ebb8e65f7de3e389f052540,1c1baeabe25824c8c22b511643852906,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,sao paulo
2016-06-10 00:12:00,RS,,16,ribeirao preto,3,16,08c95eb831d93a76079d7e24a117db29,invoiced,15,250,"173,77",health_beauty,"156,97",1,f69ae31bce06a78d626762b53067c7e0,3cdff94d5455b793b415be775cace03c,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,porto alegre
2016-07-10 14:40:00,SP,,15,campo grande,7,20,345243f3e37e32114d9cf17eb7a11c29,delivered,15,1700,"192,55",health_beauty,"9,471",5,95d31d53ccc53bca2c13fcd535d67526,d5f4f441812a9a67cf8fa6d6019192c8,MS,credit_card,b1fecf4da1fa2689bccffa0121953643,1,sao paulo
2016-07-10 19:16:00,PR,,20,curitiba,1,20,e9a5cb5d9783e1fc38e23730ff24c51d,delivered,20,1300,"71,21",health_beauty,"59,9",5,376cc9a8f827d17966ea7c4b182f4426,79938780eb7ffb7289f59a9a283bc06b,PR,credit_card,ecccfa2bb93b34a3bf033cc5d1dcdc69,1,cianorte
2016-07-10 19:17:00,SP,,20,curitiba,1,20,285195a5b585842e25bd1ef9015a8413,shipped,20,1400,"87,53",health_beauty,"69,9",1,063b573b88fc80e516aba87df524f809,3d37da85f5e66558333fb5daee494736,PR,credit_card,ecccfa2bb93b34a3bf033cc5d1dcdc69,1,itu
2016-07-10 10:44:00,SP,,20,curitiba,1,20,9cf0657bb79b3c818fd37100f4526d8d,delivered,20,1400,"87,53",health_beauty,"69,9",4,1dd1d53c1ea5df0ef093bf150807315f,3d37da85f5e66558333fb5daee494736,PR,boleto,ecccfa2bb93b34a3bf033cc5d1dcdc69,1,taubate
2016-07-10 16:50:00,RJ,,20,curitiba,1,24,7615536f9443d90e9971a9002fd9abf5,delivered,16,1150,"149,54",health_beauty,"131,99",1,96123b9ae5a9cdfd4efe5fe402a94675,8a8ffceebd3e62e6b982760275d38128,PR,boleto,ecccfa2bb93b34a3bf033cc5d1dcdc69,1,rio de janeiro
2016-07-10 15:53:00,CE,,10,sao paulo,3,16,95446917717bb58d553d107d0f1668f6,shipped,18,175,"64,4",health_beauty,"39,7",1,0efd0bc268d34da3f01f4ff25a6d4335,6dab56beb5263f0d554cae5c55809208,SP,credit_card,f4aba7c0bca51484c30ab7bdc34bcdd1,1,fortaleza
2016-07-10 08:28:00,SP,,13,ribeirao preto,1,21,dbfc2fb6a9424037815a3a887c10be61,delivered,17,443,"41,93",health_beauty,"30,97",4,835bf4777ad72891587719f1098e3528,2636a9812d151c718b53387171ce08be,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,diadema
2016-08-10 18:39:00,RJ,,60,sao paulo,1,90,85a0cc8a137bc4c700f160c817467671,delivered,20,20200,"449,65",health_beauty,389,5,bd726a1bcd046edd7019cee8a66245f7,ec1600d8f15b93ce3e402f522696a18c,SP,boleto,432c67955c0acd1fd6b0b5d678766a71,1,guapimirim
2016-08-10 08:25:00,PR,,16,curitiba,3,16,6676a459c2b773481c9dacde3c44c680,delivered,16,1000,"64,48",health_beauty,"54,99",5,38c5c2886f2aab75bb1ae3f79a3f300d,5a6b04657a4c5ee34285d1e4619a96b4,PR,credit_card,ecccfa2bb93b34a3bf033cc5d1dcdc69,1,curitiba
2016-08-10 20:16:00,GO,,15,petropolis,4,20,9c44588abb2a5c2b5bbd40184e3ac0b3,delivered,17,1029,"68,72",health_beauty,"49,9",5,4723d255a158f5b6c5a872264e3529c5,7cd29da0653abeb444703cc5a957f479,RJ,credit_card,620c87c171fb2a6dd6e8bb4dec959fc6,1,senador canedo
2016-08-10 18:45:00,MG,,16,petropolis,6,19,1c1e931635c21508c29086be9de9aada,delivered,18,429,"256,65",health_beauty,"239,9",5,c98b0fbac2717f072d5089e8af088304,50908a7240199b240e6d857e740cafd8,RJ,credit_card,620c87c171fb2a6dd6e8bb4dec959fc6,1,juiz de fora
2016-08-10 10:07:00,PI,,20,braganca paulista,4,30,7df232c2148f611e1be8e3fd383599e0,delivered,20,2400,"246,09",health_beauty,210,4,1e8c2b738fde51956f03f1a59bc86003,bfe05de8c1ac3259ae43ada77182d840,SP,credit_card,e24fc9fcd865784fb25705606fe3dfe7,1,teresina
2016-08-10 21:04:00,PE,,16,ribeirao preto,3,16,45442979a333bc62efccd8a2481481fe,delivered,15,700,"102,69",health_beauty,"75,9",5,91c96626f9e13b1b71a1f3e7ed52dd7a,fb21cbf5cf37c8282a583cf8b6e770dc,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,recife
2016-09-10 22:38:00,MG,,32,echapora,2,16,21cf8b03074c935aa1de2d527371916f,delivered,17,2500,"76,47",health_beauty,56,5,45bff70fb7b99a5a33bc8ccb3786e170,838944cf86ccee50e01a52fba21cf29b,SP,credit_card,b56906f7fd1696e043f1bcce164c487b,1,sao lourenco
2016-09-10 12:43:00,RJ,,20,curitiba,4,20,dfa7df4afe1ba4c38428bd36cd4444c1,canceled,20,400,"104,6",health_beauty,"87,99",1,4551b488487e6cfa31f9e35073d3c5d4,1e571e871a93944c5c48e6226f2cd94e,PR,credit_card,ecccfa2bb93b34a3bf033cc5d1dcdc69,1,barra mansa
2016-09-10 00:56:00,SP,,15,petropolis,2,20,5cdec0bb8cbdf53ffc8fdc212cd247c6,canceled,17,1029,"140,22",health_beauty,"49,9",5,dabf2b0e35b423f94618bf965fcb7514,7cd29da0653abeb444703cc5a957f479,RJ,credit_card,620c87c171fb2a6dd6e8bb4dec959fc6,2,sao paulo
2016-09-10 22:31:00,CE,,16,ribeirao preto,4,16,cabe1ec4e4c40db3c14ab19cc09bbd9a,delivered,15,1400,"116,89",health_beauty,90,5,0c22166d9f7e5761e397affa5af438c7,d0ae5110da1575c15853f122de459f4b,SP,credit_card,b17b679f4f5ce2e03ce6968c62648246,1,fortaleza
2016-09-10 22:38:00,SC,,30,marilia,9,37,aaf6d77cd0756a4e878472c3efc65308,delivered,24,2000,"98,83",health_beauty,"79,99",4,67adba02e0955286954975ea56f9d17f,0980718a7bdcf89f5848b202b6394965,SP,credit_card,82bd0703a4aefd6b599e5bfdaed378fb,1,sao jose
2016-09-10 12:46:00,SC,,23,marilia,4,37,abb98ee37acc21973e1d4464133ddb49,delivered,24,300,"44,49",health_beauty,"29,9",5,89f586f0cbddc6428831c41c8c333c66,69faf0d53eb73597d6cfd50175901a56,SP,credit_card,82bd0703a4aefd6b599e5bfdaed378fb,1,gaspar
2017-01-19 14:28:00,RJ,,12,curitiba,1,38,5b477d525dd0c1eb93148e22ce5d3ba6,delivered,25,400,"161,71",health_beauty,145,4,d6d7c431275f0029dcc3538850930046,67473aa97e981b3b8abaa6a8a768eb26,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,nova friburgo
2017-01-08 07:31:00,PR,,12,curitiba,1,25,e1e49b430a59e70670e977664c8f2f8f,delivered,38,900,"365,37",health_beauty,"349,9",5,0713f1dd3cdb0f62e71d9a1f01c2bc0b,6cdd53843498f92890544667809f1595,PR,boleto,ccc4bbb5f32a6ab2b7066a4130f114e3,1,cascavel
2017-01-31 12:33:00,PB,,12,curitiba,1,25,599826b8e94a0dad152807a142fab2c1,delivered,38,900,"378,61",health_beauty,"349,9",4,1f9fa4b707b82f25dbf52e6695842e8c,6cdd53843498f92890544667809f1595,PR,boleto,ccc4bbb5f32a6ab2b7066a4130f114e3,1,catole do rocha
2017-01-20 00:25:00,ES,,12,curitiba,4,25,0d0f6b38e873757a949a9c3624b21a93,delivered,38,900,"371,05",health_beauty,"349,9",5,abfb34ed11820c7247adfb30fe5bb7ae,6cdd53843498f92890544667809f1595,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,boa esperanca
2017-01-18 16:07:00,PE,,12,curitiba,5,25,f0244902c07b7c0799e468218579a925,delivered,38,900,"378,61",health_beauty,"349,9",5,171398a0cd843c65ac78aee9e05a1f49,6cdd53843498f92890544667809f1595,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,caruaru
2017-01-23 16:57:00,TO,,12,curitiba,1,25,e44d9a10a0978d6c21403879bf8076d0,delivered,38,900,"374,28",health_beauty,"349,9",5,eabfb81cf01d772d65405ff27c793ddb,6cdd53843498f92890544667809f1595,PR,boleto,ccc4bbb5f32a6ab2b7066a4130f114e3,1,porto nacional
2017-01-23 22:39:00,GO,,12,curitiba,4,25,12b9ed9bc1f4f6648dab5fe7324a3d58,delivered,38,900,"374,28",health_beauty,"349,9",5,58c851c107a9a3e21e03a9e2a1951d12,6cdd53843498f92890544667809f1595,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,rio verde
2017-01-31 17:19:00,PR,,12,curitiba,1,25,297dcf281305aabfee256d313076af2b,delivered,38,900,"363,74",health_beauty,"349,9",5,b95df3cef5297e79ef709ba256518f6f,6cdd53843498f92890544667809f1595,PR,boleto,ccc4bbb5f32a6ab2b7066a4130f114e3,1,guaratuba
2017-01-17 18:44:00,RS,,12,curitiba,1,25,4d7f34d701f198e39e1c0cd92c3ee12c,delivered,38,900,"367,56",health_beauty,"349,9",4,0eaa4845a6182d6b72de720fb976abd4,6cdd53843498f92890544667809f1595,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,boa vista das missoes
2017-01-15 12:41:00,BA,,12,curitiba,8,25,922955184e7e92d55ad006fbe9f14d74,delivered,38,900,"374,28",health_beauty,"349,9",2,e224d9d6fa66b26b8b86e73d2852136c,6cdd53843498f92890544667809f1595,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,santo antonio de jesus
2017-01-27 00:30:00,MG,,12,curitiba,1,38,f01a6bfcc730456317e4081fe0c9940e,delivered,25,750,250,health_beauty,370,5,aa04ef5214580b06b10e2a378300db44,9fc063fd34fed29ccc57b7f8e8d03388,PR,voucher,ccc4bbb5f32a6ab2b7066a4130f114e3,1,divinopolis
2017-01-27 00:30:00,MG,,12,curitiba,5,38,f01a6bfcc730456317e4081fe0c9940e,delivered,25,750,"139,43",health_beauty,370,5,aa04ef5214580b06b10e2a378300db44,9fc063fd34fed29ccc57b7f8e8d03388,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,divinopolis
2017-01-24 21:44:00,BA,,12,curitiba,8,38,c576a1a325ba3b60368566f78dd51aa1,delivered,25,750,"394,52",health_beauty,370,1,c4669e882068cc0ade2697ed2169326e,9fc063fd34fed29ccc57b7f8e8d03388,PR,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,juazeiro
2017-01-16 21:08:00,SP,,12,curitiba,8,38,24d46169d90daaa687cbf122c3243df8,delivered,25,750,"387,8",health_beauty,370,4,3ab4eea6776259ae8dfbabaeffece352,9fc063fd34fed29ccc57b7f8e8d03388,,credit_card,ccc4bbb5f32a6ab2b7066a4130f114e3,1,marilia
2017-01-11 23:43:00,PA,,20,curitiba,1,40,c2d5fb9a087c1037c2d97f1494722beb,delivered,30,500,"654,15",health_beauty,"624,75",5,e122415106f4ed9ba92695a54bca9889,cfb3a98da132f3a6d51b1efdc851120d,PR,boleto,ccc4bbb5f32a6ab2b7066a4130f114e3,1,belem
2017-01-09 03:12:00,SP,,2,belo horizonte,4,16,bee393f2250bb90bd7431d95b7172566,delivered,11,200,"69,03",health_beauty,"54,9",4,0259b4edb1ee1ebd0263f59bd790a938,c1000786be861c72021fee27d0add9fd,MG,credit_card,2a1348e9addc1af5aaa619b1a3679d6b,1,sao bernardo do campo
2017-01-23 07:23:00,SP,,12,porto alegre,4,16,d2dc6bcab2d5200c7df05b609db1b1d8,delivered,12,200,"103,91",health_beauty,"87,99",5,,2c92025a63896497612a531b6d015669,RS,credit_card,c353f8fc0ce8344999f17d578eb69a5e,1,sao paulo
2017-01-26 16:48:00,PR,,10,sao paulo,1,30,61aecad4ecccb2ef8e88726a68d832d5,delivered,17,1150,"104,96",health_beauty,"89,57",5,e08f76fed43c999d57979d1879871ce1,cea0783f5748d01abec8fd268dccba49,SP,boleto,a416b6a846a11724393025641d4edd5e,1,curitiba
2017-01-27 13:43:00,MG,,10,sao paulo,5,30,d69688d427da267e3c2d564db094796a,delivered,17,1150,"107,57",health_beauty,"89,57",5,6f334a2e1303fe798ae16f4c33269e82,cea0783f5748d01abec8fd268dccba49,SP,credit_card,a416b6a846a11724393025641d4edd5e,1,belo horizonte
2017-01-12 08:41:00,RN,,20,sao paulo,1,25,03326ac6bdb11c844b82c85df77525cb,delivered,23,575,"81,21",health_beauty,"59,99",3,dac20199c3b53e630f19bf3dc1744bba,03d5bcd7db52bee20887c5034650185d,SP,credit_card,a416b6a846a11724393025641d4edd5e,1,extremoz
2017-01-31 16:59:00,SP,,13,sao paulo,1,25,79b51496a256b201c6b620c4106e9166,delivered,14,575,"48,59",health_beauty,"36,85",3,02d2287dea15cd93d945f1749f3288ed,65e3848513c9ab70bf542e5d694cf072,SP,boleto,a416b6a846a11724393025641d4edd5e,1,presidente prudente
2017-01-09 10:33:00,SP,,12,sao paulo,7,30,b616c86b6c67abc4ee6da42829d374c3,delivered,16,250,"290,38",health_beauty,"131,25",5,6f7e6a9cce69876915e47a146ef300e5,57f90b6fc66c06410e02e8bacfba79b5,SP,credit_card,a416b6a846a11724393025641d4edd5e,1,birigui
2017-01-09 10:33:00,SP,,12,sao paulo,7,30,b616c86b6c67abc4ee6da42829d374c3,delivered,16,250,"290,38",health_beauty,"131,25",5,6f7e6a9cce69876915e47a146ef300e5,57f90b6fc66c06410e02e8bacfba79b5,SP,credit_card,a416b6a846a11724393025641d4edd5e,2,birigui
2017-01-05 08:59:00,SP,,10,sao paulo,1,30,b3533b37eba6b3bf4c05167aeac93673,delivered,17,400,"111,99",health_beauty,"99,9",5,fd9486ae13f513ac59c3f6c23bb003c7,acdd9eaa79720ca045ce3768250b8e47,SP,boleto,a416b6a846a11724393025641d4edd5e,1,novais
2017-01-12 15:11:00,PR,,16,sao paulo,2,35,ca585d20191f99e8dd7c811fe666b63c,delivered,16,2450,"134,28",health_beauty,113,3,cb55e6deb67ba10e409f5e3e0a968254,8a15d0ee52b120e0b2bd5549434f05cc,SP,credit_card,a416b6a846a11724393025641d4edd5e,1,antonina
2017-01-06 11:59:00,CE,,30,lencois paulista,10,25,b30eac48437e2422a2530a87568b5613,delivered,25,3400,"122,98",health_beauty,"89,9",4,e82787bc54afe9f580cbec98c3af178a,5f537918a8fcb8d675c944266babf1d6,SP,credit_card,889009a0ed0bb52c87819941192931b8,1,pentecoste
2017-01-02 14:39:00,SP,,13,,8,17,27976c3ee49975e6f777258477a87002,delivered,12,413,"255,25",health_beauty,"239,8",5,a4fa33c4486ff17afcc146d9a2b0aec6,c54ed8ea69e24c191fbc23b3234c6b32,SP,credit_card,c8e135e7b21ecbc36c1153a29d2f5a06,1,hortolandia
2017-01-10 01:48:00,AL,,16,videira,10,16,f93d45c8956eda83cf46d2e0ce19e910,delivered,11,250,"121,58",health_beauty,79,5,cc97c71d908caa2c0b5754b35ebaccd8,722dc14e0848efdb771dca6de2929c41,SC,credit_card,7178f9f4dd81dcef02f62acdf8151e01,1,maceio
2017-01-07 12:25:00,SP,,16,videira,4,16,27982915123a800b423be0df3ffd8352,delivered,11,250,"94,3",health_beauty,79,4,1cf718e4825b60483e960187443209f1,722dc14e0848efdb771dca6de2929c41,SC,credit_card,7178f9f4dd81dcef02f62acdf8151e01,1,sorocaba
2017-01-11 09:57:00,RJ,,16,videira,1,16,2bfd566c10ff41c47dc6e2f9dd51b467,delivered,11,250,"74,59",health_beauty,"28,9",1,fd1272ba40a94a5fbc6e9548a8486867,f343690217692891e7a092d5c1e5eef7,SC,boleto,7178f9f4dd81dcef02f62acdf8151e01,1,barra mansa
2017-01-11 09:57:00,RJ,,16,videira,1,16,2bfd566c10ff41c47dc6e2f9dd51b467,delivered,11,250,"74,59",health_beauty,"28,9",1,fd1272ba40a94a5fbc6e9548a8486867,f343690217692891e7a092d5c1e5eef7,SC,boleto,7178f9f4dd81dcef02f62acdf8151e01,2,barra mansa
2017-01-05 23:07:00,MG,,11,sao jose do rio preto,1,18,d9bc09228a6d0e4f885c56ddb7e5a95d,delivered,17,178,"60,54",health_beauty,"15,75",3,70ed892da9da5db41406428e9d9ced49,63de2743d05ab59d85caa49e49459ac1,SP,credit_card,cbd996ad3c1b7dc71fd0e5f5df9087e2,1,uberlandia
2017-01-05 23:07:00,MG,,11,sao jose do rio preto,1,18,d9bc09228a6d0e4f885c56ddb7e5a95d,delivered,17,178,"60,54",health_beauty,"15,75",3,70ed892da9da5db41406428e9d9ced49,63de2743d05ab59d85caa49e49459ac1,SP,credit_card,cbd996ad3c1b7dc71fd0e5f5df9087e2,2,uberlandia
2017-01-06 17:29:00,SP,,11,sao jose do rio preto,1,18,13a9b79f16ea8cba4df16a9d6142bd78,delivered,17,178,"31,75",health_beauty,"19,9",2,81e3da45661c66c76a36f2666d77edc3,63de2743d05ab59d85caa49e49459ac1,SP,credit_card,cbd996ad3c1b7dc71fd0e5f5df9087e2,1,guarulhos
2017-01-03 15:08:00,SP,,11,sao jose do rio preto,1,18,51d425ccfcd044e9cfeb91adfeeaa7c6,delivered,17,178,"26,71",health_beauty,"15,75",1,bb25059436e00953081ab3e7429fc03a,63de2743d05ab59d85caa49e49459ac1,SP,credit_card,cbd996ad3c1b7dc71fd0e5f5df9087e2,1,sao paulo
2017-01-11 19:33:00,SP,,4,sao bernardo do campo,10,34,5c4ccf281c25e3af5e405e3f9cbfe5bb,delivered,22,400,"335,47",health_beauty,325,5,9d53bad43766cf49aaffe9115114e484,bb50f2e236e5eea0100680137654686c,SP,credit_card,f7ba60f8c3f99e7ee4042fdef03b70c4,1,hortolandia
2017-01-07 10:07:00,SP,,46,rio de janeiro,1,40,e9c7d222316ca2c78cbf05d83c1e9fa0,delivered,35,27500,"92,05",health_beauty,56,5,85c86d629e3c5e477f457be9db748d3b,0b0c716fcf2c2571d2e62271261f2abe,RJ,boleto,f84a00e60c73a49e7e851c9bdca3a5bb,1,osasco
